source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents
GO:BP	GO:0001510	RNA methylation	0.003363913919530986	True	"""Posttranscriptional addition of a methyl group to either a nucleotide or 2'-O ribose in a polyribonucleotide. Usually uses S-adenosylmethionine as a cofactor."" [GOC:hjd]"	88	117	11	5067	0.09401709401709402	0.125	query_1	['GO:0043414', 'GO:0009451']
GO:BP	GO:0000447	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0.003555697189475679	True	"""Endonucleolytic cleavage between the SSU-rRNA and the 5.8S rRNA of an rRNA molecule originally produced as a tricistronic rRNA transcript that contained the Small SubUnit (SSU) rRNA, the 5.8S rRNA, and the Large SubUnit (LSU) rRNA, in that order, from 5' to 3' along the primary transcript."" [GOC:curators, PMID:10690410]"	43	117	8	5067	0.06837606837606838	0.18604651162790697	query_1	['GO:0000479', 'GO:0000462', 'GO:0000466']
GO:MF	GO:0043021	ribonucleoprotein complex binding	0.003955800469985447	True	"""Interacting selectively and non-covalently with any complex of RNA and protein."" [GOC:bf, GOC:go_curators, GOC:vk]"	50	106	8	4386	0.07547169811320754	0.16	query_1	['GO:0044877']
GO:MF	GO:0051082	unfolded protein binding	0.004254172247796092	True	"""Interacting selectively and non-covalently with an unfolded protein."" [GOC:ai]"	82	106	10	4386	0.09433962264150944	0.12195121951219512	query_1	['GO:0005515']
GO:BP	GO:0009987	cellular process	0.004685218516258912	True	"""Any process that is carried out at the cellular level, but not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators, GOC:isa_complete]"	4579	117	117	5067	1.0	0.02555143044332824	query_1	['GO:0008150']
GO:BP	GO:0006457	protein folding	0.004689903760534519	True	"""The process of assisting in the covalent and noncovalent assembly of single chain polypeptides or multisubunit complexes into the correct tertiary structure."" [GOC:go_curators, GOC:rb]"	109	117	12	5067	0.10256410256410256	0.11009174311926606	query_1	['GO:0009987']
TF	TF:M00197_0	Factor: Abf1p; motif: NRTCAYTNNNNACGW; match class: 0	0.005326956094860776	True	Factor: Abf1p; motif: NRTCAYTNNNNACGW; match class: 0	2291	122	64	6599	0.5245901639344263	0.027935399388913137	query_1	['TF:M00197']
TF	TF:M00197	Factor: Abf1p; motif: NRTCAYTNNNNACGW	0.005326956094860776	True	Factor: Abf1p; motif: NRTCAYTNNNNACGW	2291	122	64	6599	0.5245901639344263	0.027935399388913137	query_1	['TF:M00000']
GO:BP	GO:0000463	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0.006038680858929588	True	"""Any process involved in the maturation of a precursor Large SubUnit (LSU) ribosomal RNA (rRNA) molecule into a mature LSU-rRNA molecule from the pre-rRNA molecule originally produced as a tricistronic rRNA transcript that contains the Small Subunit (SSU) rRNA, 5.8S rRNA, and Large Subunit (LSU) in that order from 5' to 3' along the primary transcript."" [GOC:curators]"	46	117	8	5067	0.06837606837606838	0.17391304347826086	query_1	['GO:0000470']
GO:CC	GO:0043614	multi-eIF complex	0.006083704220165823	True	"""A multifactor complex composed of multiple translation initiation factors and the initiatior tRNAiMet, which is ready to bind to the small (40S) ribosome to form the 43S preinitiation complex. In S. cerevisiae, this complex is composed of eIF1, eIF2, eIF3, and eIF5."" [GOC:krc]"	10	119	4	5501	0.03361344537815126	0.4	query_1	['GO:0044444', 'GO:1990904']
GO:MF	GO:0030515	snoRNA binding	0.006488845094077306	True	"""Interacting selectively and non-covalently with small nucleolar RNA."" [GOC:mah]"	27	106	6	4386	0.05660377358490566	0.2222222222222222	query_1	['GO:0003723']
GO:CC	GO:0005844	polysome	0.0065733637358243195	True	"""A multiribosomal structure representing a linear array of ribosomes held together by messenger RNA. They represent the active complexes in cellular protein synthesis and are able to incorporate amino acids into polypeptides both in vivo and in vitro."" [ISBN:0198506732, NIF_Subcellular:sao1038025871]"	31	119	6	5501	0.05042016806722689	0.1935483870967742	query_1	['GO:1990904']
GO:CC	GO:0005634	nucleus	0.0067734582606163276	True	"""A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."" [GOC:go_curators]"	2020	119	65	5501	0.5462184873949579	0.03217821782178218	query_1	['GO:0043231']
GO:MF	GO:0016853	isomerase activity	0.009171870123794125	True	"""Catalysis of the geometric or structural changes within one molecule. Isomerase is the systematic name for any enzyme of EC class 5."" [ISBN:0198506732]"	72	106	9	4386	0.08490566037735849	0.125	query_1	['GO:0003824']
GO:BP	GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic	0.009847457536146463	True	"""The chemical reactions and pathways involving the hydrolysis of internal 3',5'-phosphodiester bonds in one or two strands of ribonucleotides."" [GOC:dph, GOC:tb]"	64	117	9	5067	0.07692307692307693	0.140625	query_1	['GO:0090501']
GO:BP	GO:0006518	peptide metabolic process	0.011372755073899768	True	"""The chemical reactions and pathways involving peptides, compounds of two or more amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another."" [CHEBI:16670, GOC:go_curators]"	496	117	27	5067	0.23076923076923078	0.05443548387096774	query_1	['GO:0043603', 'GO:1901564']
GO:BP	GO:0006403	RNA localization	0.013176480605021967	True	"""A process in which RNA is transported to, or maintained in, a specific location."" [GOC:ai]"	184	117	15	5067	0.1282051282051282	0.08152173913043478	query_1	['GO:0033036']
GO:BP	GO:0043604	amide biosynthetic process	0.021784284636342795	True	"""The chemical reactions and pathways resulting in the formation of an amide, any derivative of an oxoacid in which an acidic hydroxy group has been replaced by an amino or substituted amino group."" [CHEBI:32988]"	514	117	27	5067	0.23076923076923078	0.05252918287937743	query_1	['GO:0044271', 'GO:0043603']
GO:BP	GO:0002183	cytoplasmic translational initiation	0.030754140412977072	True	"""The process preceding formation of the peptide bond between the first two amino acids of a protein in the cytoplasm. This includes the formation of a complex of the ribosome, mRNA or circRNA, and an initiation complex that contains the first aminoacyl-tRNA."" [GOC:hjd]"	18	117	5	5067	0.042735042735042736	0.2777777777777778	query_1	['GO:0006413', 'GO:0002181']
GO:BP	GO:0000470	maturation of LSU-rRNA	0.030938727824155656	True	"""Any process involved in the maturation of a precursor Large SubUnit (LSU) ribosomal RNA (rRNA) molecule into a mature LSU-rRNA molecule."" [GOC:curators]"	57	117	8	5067	0.06837606837606838	0.14035087719298245	query_1	['GO:0042273', 'GO:0006364']
GO:MF	GO:0140101	catalytic activity, acting on a tRNA	0.037396313358324364	True	"""Catalytic activity that acts to modify a tRNA."" [GOC:pg]"	86	106	9	4386	0.08490566037735849	0.10465116279069768	query_1	['GO:0140098']
GO:BP	GO:0071826	ribonucleoprotein complex subunit organization	0.03974004213823367	True	"""Any process in which macromolecules aggregate, disaggregate, or are modified, resulting in the formation, disassembly, or alteration of a ribonucleoprotein complex."" [GOC:mah]"	202	117	15	5067	0.1282051282051282	0.07425742574257425	query_1	['GO:0043933']
GO:CC	GO:0030686	90S preribosome	0.0440373816154427	True	"""A large ribonucleoprotein complex considered to be the earliest preribosomal complex. In S. cerevisiae, it has a size of 90S and consists of the 35S pre-rRNA, early-associating ribosomal proteins most of which are part of the small ribosomal subunit, the U3 snoRNA and associated proteins."" [GOC:krc, GOC:vw, PMID:12150911, PMID:12957375, PMID:15120992]"	43	119	6	5501	0.05042016806722689	0.13953488372093023	query_1	['GO:0030684']
GO:CC	GO:0005852	eukaryotic translation initiation factor 3 complex	0.049889784442664176	True	"""A complex of several polypeptides that plays at least two important roles in protein synthesis: First, eIF3 binds to the 40S ribosome and facilitates loading of the Met-tRNA/eIF2.GTP ternary complex to form the 43S preinitiation complex. Subsequently, eIF3 apparently assists eIF4 in recruiting mRNAs to the 43S complex. The eIF3 complex contains five conserved core subunits, and may contain several additional proteins; the non-core subunits are thought to mediate association of the complex with specific sets of mRNAs."" [PMID:15904532]"	7	119	3	5501	0.025210084033613446	0.42857142857142855	query_1	['GO:0032991', 'GO:0044444']
